u,v,key,osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,speed_kph,travel_time,bridge,width,junction,ref,access
1379567824,1379567823,0,1014545192,False,,Carrera 39D,residential,,True,25.891,"LINESTRING (-75.5924448 6.1594503, -75.5922318 6.1595471)",35.0,2.7,,,,,
1379567825,5053980692,0,361224920,False,,Calle 46E Sur,residential,,False,48.878,"LINESTRING (-75.5926392 6.1583414, -75.5928498 6.1587279)",35.0,5.0,,,,,
1379567825,1378864842,0,361224920,False,,Calle 46E Sur,residential,,True,98.602,"LINESTRING (-75.5926392 6.1583414, -75.5922096 6.1575643)",35.0,10.1,,,,,
1379567825,5053980693,0,567148338,True,,Carrera 39B,residential,,False,42.038,"LINESTRING (-75.5926392 6.1583414, -75.5923111 6.1585325)",35.0,4.3,,,,,
1379567826,5053980691,0,123730429,False,,Calle 46D Sur,residential,,False,47.994,"LINESTRING (-75.5920152 6.1586959, -75.5922305 6.1590707)",35.0,4.9,,,,,
1379567826,1378864853,0,123730429,False,,Calle 46D Sur,residential,,True,99.65,"LINESTRING (-75.5920152 6.1586959, -75.5915735 6.1579147)",35.0,10.2,,,,,
1379567826,5053980690,0,567148338,True,,Carrera 39B,residential,,False,24.49,"LINESTRING (-75.5920152 6.1586959, -75.5918218 6.1588033)",35.0,2.5,,,,,
1379567831,4072396887,0,361224920,False,,Calle 46E Sur,residential,,False,50.006,"LINESTRING (-75.5930547 6.1591086, -75.5932505 6.159514)",35.0,5.1,,,,,
1379567831,5053980692,0,361224920,False,,Calle 46E Sur,residential,,True,48.012,"LINESTRING (-75.5930547 6.1591086, -75.5928498 6.1587279)",35.0,4.9,,,,,
1379567831,3657304425,0,567148334,True,,Carrera 39D,residential,,False,43.638,"LINESTRING (-75.5930547 6.1591086, -75.5934014 6.158921)",35.0,4.5,,,,,
1379569805,2548589725,0,442771011,True,3,,primary,40,False,15.076,"LINESTRING (-75.603769 6.1622205, -75.6038354 6.162236, -75.6039035 6.162239)",40.0,1.4,,,circular,,
1379579709,1822477197,0,"[256786405, 123834094]",True,,"['Calle 41B Sur', 'Carrera 43A']",residential,,False,173.58499999999998,"LINESTRING (-75.5915894 6.1655028, -75.5925972 6.1661433, -75.5926258 6.1661663, -75.5926282 6.1661854, -75.5926128 6.1662103, -75.5924967 6.1663938, -75.5924505 6.1664467)",35.0,17.9,,,,,
1379579709,1193708012,0,725801130,True,,Carrera 42,residential,,False,88.562,"LINESTRING (-75.5915894 6.1655028, -75.5916613 6.1654536, -75.5918245 6.1653421, -75.5920036 6.1651658, -75.5921394 6.164941)",35.0,9.1,,6,,,
1379579718,3657303820,0,123833159,False,,Carrera 39B,residential,,False,40.216,"LINESTRING (-75.5940584 6.1575528, -75.59375 6.1577446)",35.0,4.1,,,,,
1379579718,3657303817,0,123833159,False,,Carrera 39B,residential,,True,45.05,"LINESTRING (-75.5940584 6.1575528, -75.5944163 6.1573591)",35.0,4.6,,,,,
1379579718,9360069064,0,1012886246,False,,Calle 48 Sur,residential,,False,27.667,"LINESTRING (-75.5940584 6.1575528, -75.5939398 6.1573337)",35.0,2.8,,5,,,
1379579718,1379579779,0,1012886246,False,,Calle 48 Sur,residential,,True,96.509,"LINESTRING (-75.5940584 6.1575528, -75.5944767 6.1583146)",35.0,9.9,,5,,,
1379579742,4070467347,0,404789580,True,,Carrera 43,residential,,False,59.447,"LINESTRING (-75.5942689 6.1646845, -75.5947287 6.1644073)",35.0,6.1,,,,,
1379579742,1822477193,0,123834089,True,,Calle 45 Sur,residential,,False,50.167,"LINESTRING (-75.5942689 6.1646845, -75.5944348 6.1650398, -75.5944718 6.1650865)",35.0,5.2,,,,,
1379579778,3657303817,0,123834088,False,,Calle 48A Sur,residential,,True,96.274,"LINESTRING (-75.5948318 6.15812, -75.5944163 6.1573591)",35.0,9.9,,,,,
1379579778,1379579779,0,392346110,False,,Carrera 39D,residential,,False,44.826,"LINESTRING (-75.5948318 6.15812, -75.5944767 6.1583146)",35.0,4.6,,,,,
1379579778,5053980696,0,"[392346110, 518002039]",False,,Carrera 39D,residential,,True,52.496,"LINESTRING (-75.5948318 6.15812, -75.5949511 6.1580888, -75.5950114 6.1580768, -75.5950704 6.1580968, -75.5951469 6.1581248, -75.5952777 6.1581896)",35.0,5.4,,,,,
1379579779,3657303824,0,392346110,False,,Carrera 39D,residential,,False,39.424,"LINESTRING (-75.5944767 6.1583146, -75.5941642 6.1584854)",35.0,4.1,,,,,
1379579779,1379579778,0,392346110,False,,Carrera 39D,residential,,True,44.826,"LINESTRING (-75.5944767 6.1583146, -75.5948318 6.15812)",35.0,4.6,,,,,
1379579779,1379579718,0,1012886246,False,,Calle 48 Sur,residential,,False,96.509,"LINESTRING (-75.5944767 6.1583146, -75.5940584 6.1575528)",35.0,9.9,,5,,,
1379579779,1193707964,0,1012886246,False,,Calle 48 Sur,residential,,True,51.802,"LINESTRING (-75.5944767 6.1583146, -75.5947135 6.1587166)",35.0,5.3,,5,,,
1417715913,340688653,0,572136188,False,,Carrera 44A,residential,,True,38.066,"LINESTRING (-75.5907692 6.1691138, -75.5907445 6.1691527, -75.5906933 6.1692336, -75.5905885 6.1694052)",35.0,3.9,,,,,
1417715914,340688653,0,128248592,True,,Carrera 44A,residential,,False,114.248,"LINESTRING (-75.5900349 6.1702728, -75.5905885 6.1694052)",35.0,11.8,,,,,
1417715914,330762724,0,1078270510,True,3,Calle 38A Sur,tertiary,,False,49.328,"LINESTRING (-75.5900349 6.1702728, -75.5904146 6.1705058)",60.0,3.0,,,,,
1419123415,1379566800,0,128396477,False,,Calle 45C Sur,residential,,False,43.88,"LINESTRING (-75.5921089 6.161381, -75.5917544 6.1612035)",35.0,4.5,,,,,
1419123415,1419123422,0,128396477,False,,Calle 45C Sur,residential,,True,39.495,"LINESTRING (-75.5921089 6.161381, -75.5924408 6.1615124)",35.0,4.1,,,,,
1419123415,1419123416,0,128396484,False,,Carrera 39E,residential,,False,121.452,"LINESTRING (-75.5921089 6.161381, -75.5923261 6.1608665, -75.5925346 6.1603741)",35.0,12.5,,,,,
1419123416,1419123415,0,128396484,False,,Carrera 39E,residential,,True,121.452,"LINESTRING (-75.5925346 6.1603741, -75.5923261 6.1608665, -75.5921089 6.161381)",35.0,12.5,,,,,
1419123416,1419123419,0,"[128396479, 352326135]",False,,"['Carrera 39D', 'Calle 46 Sur']",residential,,"[False, True]",209.13299999999998,"LINESTRING (-75.5925346 6.1603741, -75.5922713 6.160172, -75.5920798 6.1599902, -75.5920319 6.1599827, -75.5919912 6.1600129, -75.5917216 6.1605655, -75.591466 6.1610801)",35.0,21.5,,,,,
1419123416,1379567823,0,518002029,False,,Calle 46C Sur,residential,,False,99.26299999999999,"LINESTRING (-75.5925346 6.1603741, -75.592219 6.1596422, -75.5922206 6.1595962, -75.5922318 6.1595471)",35.0,10.2,,,,,
1419123417,1419123427,0,128396476,False,,Calle 45D Sur,residential,,True,31.017,"LINESTRING (-75.5924998 6.1613454, -75.5927683 6.1614263)",35.0,3.2,,,,,
1419123417,1419123422,0,567160886,False,,Carrera 40,residential,,True,19.682,"LINESTRING (-75.5924998 6.1613454, -75.5924408 6.1615124)",35.0,2.0,,,,,
1419123417,1419123418,0,"[567160888, 567160886]",False,,"['Carrera 40', 'Calle 46A Sur']",residential,,False,153.39600000000002,"LINESTRING (-75.5924998 6.1613454, -75.5928802 6.160419, -75.5929012 6.1603822, -75.5929233 6.1603636, -75.5929669 6.1603622, -75.5931967 6.1604953)",35.0,15.8,,,,,
1419123418,1419123427,0,128396473,False,,Carrera 40A,residential,,False,113.842,"LINESTRING (-75.5931967 6.1604953, -75.5927683 6.1614263)",35.0,11.7,,,,,
1419123418,4072396989,0,361224912,False,,Calle 46A Sur,residential,,True,45.343,"LINESTRING (-75.5931967 6.1604953, -75.593113 6.1600961)",35.0,4.7,,,,,
1419123418,1419123421,0,361224912,False,,Calle 46A Sur,residential,,False,92.31,"LINESTRING (-75.5931967 6.1604953, -75.593445 6.160809, -75.5936896 6.1611648)",35.0,9.5,,,,,
1419123418,1419123417,0,"[567160888, 567160886]",False,,"['Carrera 40', 'Calle 46A Sur']",residential,,True,153.39600000000002,"LINESTRING (-75.5931967 6.1604953, -75.5929669 6.1603622, -75.5929233 6.1603636, -75.5929012 6.1603822, -75.5928802 6.160419, -75.5924998 6.1613454)",35.0,15.8,,,,,
1419123419,1379566800,0,128396477,False,,Calle 45C Sur,residential,,True,34.711,"LINESTRING (-75.591466 6.1610801, -75.5917544 6.1612035)",35.0,3.6,,,,,
1419123419,1419123416,0,"[352326135, 128396479]",False,,"['Carrera 39D', 'Calle 46 Sur']",residential,,"[False, True]",209.13299999999998,"LINESTRING (-75.591466 6.1610801, -75.5917216 6.1605655, -75.5919912 6.1600129, -75.5920319 6.1599827, -75.5920798 6.1599902, -75.5922713 6.160172, -75.5925346 6.1603741)",35.0,21.5,,,,,
1419123419,1419123426,0,128396479,False,,Carrera 39D,residential,,True,57.453,"LINESTRING (-75.591466 6.1610801, -75.591131 6.1613312, -75.591051 6.1613911)",35.0,5.9,,,,,
1419123421,3657304446,0,361224912,False,,Calle 46A Sur,residential,,False,39.561,"LINESTRING (-75.5936896 6.1611648, -75.593892 6.1614582)",35.0,4.1,,,,,
1419123421,1419123425,0,128396483,False,,Carrera 41A,residential,,False,105.00900000000001,"LINESTRING (-75.5936896 6.1611648, -75.5933333 6.1616261, -75.5931854 6.1619577)",35.0,10.8,,,,,
1419123421,1419123418,0,361224912,False,,Calle 46A Sur,residential,,True,92.31,"LINESTRING (-75.5936896 6.1611648, -75.593445 6.160809, -75.5931967 6.1604953)",35.0,9.5,,,,,
1419123422,1419123415,0,128396477,False,,Calle 45C Sur,residential,,False,39.495,"LINESTRING (-75.5924408 6.1615124, -75.5921089 6.161381)",35.0,4.1,,,,,
1419123422,1419123417,0,567160886,False,,Carrera 40,residential,,False,19.682,"LINESTRING (-75.5924408 6.1615124, -75.5924998 6.1613454)",35.0,2.0,,,,,
1419123424,1419123427,0,128396476,False,,Calle 45D Sur,residential,,False,31.989,"LINESTRING (-75.5930208 6.1615668, -75.5927683 6.1614263)",35.0,3.3,,,,,
1419123424,3580856869,0,352326134,False,,Carrera 41,residential,,False,31.703,"LINESTRING (-75.5930208 6.1615668, -75.5928981 6.1618245)",35.0,3.3,,,,,
1419123424,3580856865,0,352326134,False,,Carrera 41,residential,,True,58.581999999999994,"LINESTRING (-75.5930208 6.1615668, -75.5930401 6.161516, -75.5931173 6.1614058, -75.5931967 6.1612947, -75.5933317 6.1611438)",35.0,6.0,,,,,
1419123425,3580856869,0,128396481,True,,Calle 45C Sur,residential,,False,35.045,"LINESTRING (-75.5931854 6.1619577, -75.5928981 6.1618245)",35.0,3.6,,,,,
1419123425,1419123421,0,128396483,False,,Carrera 41A,residential,,True,105.00900000000001,"LINESTRING (-75.5931854 6.1619577, -75.5933333 6.1616261, -75.5936896 6.1611648)",35.0,10.8,,,,,
1419123426,1419123419,0,128396479,False,,Carrera 39D,residential,,False,57.453,"LINESTRING (-75.591051 6.1613911, -75.591131 6.1613312, -75.591466 6.1610801)",35.0,5.9,,,,,
1419123426,3580856829,0,"[567160880, 392346112]",False,,"['Calle 45B Sur', 'Calle 45A Sur']",residential,30,"[False, True]",69.135,"LINESTRING (-75.591051 6.1613911, -75.5910204 6.1613602, -75.5909972 6.1613182, -75.5909882 6.1612827, -75.5909819 6.1611132, -75.5909787 6.1610716, -75.5909685 6.1610292, -75.590939 6.1609545, -75.5908411 6.1608292)",30.0,8.3,,,,,
1419123426,3580856838,0,567160880,False,,Calle 45A Sur,residential,30,True,36.349000000000004,"LINESTRING (-75.591051 6.1613911, -75.591139 6.1614534, -75.5912141 6.1615189, -75.5912436 6.1615569, -75.5912885 6.1616136)",30.0,4.4,,,,,
1419123427,1419123418,0,128396473,False,,Carrera 40A,residential,,True,113.842,"LINESTRING (-75.5927683 6.1614263, -75.5931967 6.1604953)",35.0,11.7,,,,,
1419123427,1419123417,0,128396476,False,,Calle 45D Sur,residential,,False,31.017,"LINESTRING (-75.5927683 6.1614263, -75.5924998 6.1613454)",35.0,3.2,,,,,
1419123427,1419123424,0,128396476,False,,Calle 45D Sur,residential,,True,31.989,"LINESTRING (-75.5927683 6.1614263, -75.5930208 6.1615668)",35.0,3.3,,,,,
1419125240,1822092119,0,128396689,True,,Carrera 46,residential,,False,68.672,"LINESTRING (-75.5924325 6.1704656, -75.5928688 6.170026)",35.0,7.1,,5,,,
1419125240,3729682988,0,30794351,True,2,Calle 39 Sur,tertiary,30,False,49.394,"LINESTRING (-75.5924325 6.1704656, -75.5924176 6.1704493, -75.592129 6.1701396)",30.0,5.9,,,,,
1419125242,1419125246,0,30794351,True,2,Calle 39 Sur,tertiary,30,False,55.741,"LINESTRING (-75.5915266 6.1697018, -75.5910406 6.1695683)",30.0,6.7,,,,,
1419125242,3505595311,0,128396690,False,,Carrera 45A,residential,,False,63.01,"LINESTRING (-75.5915266 6.1697018, -75.5918397 6.1692283)",35.0,6.5,,,,,
1419125242,3505588372,0,128396690,False,,Carrera 45A,residential,,True,91.25,"LINESTRING (-75.5915266 6.1697018, -75.5910893 6.1703978)",35.0,9.4,,,,,
1419125243,340689030,0,30794353,True,,Calle 38B Sur,residential,,False,50.619,"LINESTRING (-75.5918378 6.1710863, -75.5922305 6.1713204)",35.0,5.2,,,,,
1419125243,1419125240,0,128396689,True,,Carrera 46,residential,,False,95.32,"LINESTRING (-75.5918378 6.1710863, -75.5924325 6.1704656)",35.0,9.8,,5,,,
1419125243,340688833,0,"[1016038904, 567121703]",False,,"['Carrera 45C', 'Calle 38B Sur']",residential,,"[False, True]",60.913000000000004,"LINESTRING (-75.5918378 6.1710863, -75.5918176 6.1710743, -75.5915108 6.1708314, -75.5914986 6.1708118, -75.5915033 6.1707945, -75.5915682 6.1707268)",35.0,6.3,,,,,
1419125244,1419127562,0,171000688,False,,Calle 40 Sur,residential,,False,66.73100000000001,"LINESTRING (-75.5886926 6.167425, -75.5882356 6.1671153, -75.5881941 6.1670866)",35.0,6.9,,6,,,
1419125244,2622589536,0,320842498,True,,Carrera 42,residential,,False,93.494,"LINESTRING (-75.5886926 6.167425, -75.5889246 6.1670941, -75.589192 6.1667467)",35.0,9.6,,,,,
1419125246,340688653,0,30794351,True,2,Calle 39 Sur,tertiary,30,False,53.169,"LINESTRING (-75.5910406 6.1695683, -75.5905885 6.1694052)",30.0,6.4,,,,,
1419125246,330762724,0,128396687,True,,Carrera 45,residential,,False,125.126,"LINESTRING (-75.5910406 6.1695683, -75.5905778 6.1702618, -75.5904146 6.1705058)",35.0,12.9,,,,,
1419125255,1419125272,0,572136187,False,,Carrera 44,residential,,False,36.77,"LINESTRING (-75.5903076 6.1689748, -75.5901313 6.1692552)",35.0,3.8,,,,,
1419125257,1419125246,0,128396687,True,,Carrera 45,residential,,False,94.088,"LINESTRING (-75.5915111 6.1688632, -75.5910406 6.1695683)",35.0,9.7,,,,,
1419125257,340689574,0,343742895,False,,Calle 39A Sur,residential,,False,41.495999999999995,"LINESTRING (-75.5915111 6.1688632, -75.591456 6.1688333, -75.5911647 6.1687206)",35.0,4.3,,,,,
1419125268,1419125244,0,128396692,True,1,Carrera 42,residential,,False,105.098,"LINESTRING (-75.5882146 6.168242, -75.5886926 6.167425)",35.0,10.8,,,,,
1419125268,1192169160,0,917581848,True,2,Calle 39 Sur,tertiary,30,False,95.985,"LINESTRING (-75.5882146 6.168242, -75.5874796 6.1677825)",30.0,11.5,,,,,
1419125271,1419125273,0,"[1078270514, 1078270501, 1078270509]",True,,Carrera 44,residential,,False,107.42,"LINESTRING (-75.5896425 6.170032, -75.5896114 6.1700816, -75.5893815 6.170447, -75.5893231 6.1705397, -75.5892795 6.170553, -75.5891749 6.1705663, -75.5889566 6.1705659)",35.0,11.0,,,,,
1419125271,1417715914,0,1078270510,True,3,Calle 38A Sur,tertiary,,False,50.979,"LINESTRING (-75.5896425 6.170032, -75.5896802 6.1700551, -75.5900349 6.1702728)",60.0,3.1,,,,,
1419125272,1419125255,0,572136187,False,,Carrera 44,residential,,True,36.77,"LINESTRING (-75.5901313 6.1692552, -75.5903076 6.1689748)",35.0,3.8,,,,,
1419125272,1658574444,0,917581847,True,,Carrera 44,residential,,False,53.922,"LINESTRING (-75.5901313 6.1692552, -75.5898726 6.1696663)",35.0,5.5,,,,,
1419125272,5919405607,0,1127913311,True,2,Calle 39 Sur,tertiary,30,False,54.619,"LINESTRING (-75.5901313 6.1692552, -75.5897212 6.1691024, -75.5896676 6.1690859)",30.0,6.6,,,,,
1419125273,5919405592,0,1078270507,True,2,Calle 38 Sur,secondary,,False,24.576,"LINESTRING (-75.5889566 6.1705659, -75.5888014 6.1704904, -75.5887569 6.1704688)",50.0,1.8,,6,,,
1419125274,3505595310,0,343742898,False,,Carrera 45B,residential,,True,53.576,"LINESTRING (-75.5917953 6.1698511, -75.5921258 6.1694987)",35.0,5.5,,,,,
1419125274,1419125242,0,30794351,True,2,Calle 39 Sur,tertiary,30,False,34.08,"LINESTRING (-75.5917953 6.1698511, -75.5916116 6.1697402, -75.5915266 6.1697018)",30.0,4.1,,,,,
1419125274,340688833,0,"[343742890, 343742898]",False,,"['Carrera 45B', 'Calle 38B Sur']",residential,,"[False, True]",139.121,"LINESTRING (-75.5917953 6.1698511, -75.5912428 6.1704352, -75.5912372 6.1704407, -75.5912359 6.1704519, -75.5912422 6.170461, -75.5912516 6.1704696, -75.5915682 6.1707268)",35.0,14.3,,,,,
1419127541,1379564559,0,128397048,True,,Carrera 36B,residential,,False,95.208,"LINESTRING (-75.5862799 6.1638235, -75.5856716 6.1644296)",35.0,9.8,,,,,
1419127541,1379564579,0,171548322,False,,Calle 40B Sur,residential,,False,46.8,"LINESTRING (-75.5862799 6.1638235, -75.5864285 6.1642176)",35.0,4.8,,,,,
1419127541,3354180699,0,171548322,False,,Calle 40B Sur,residential,,True,57.931,"LINESTRING (-75.5862799 6.1638235, -75.5861313 6.1633239)",35.0,6.0,,,,,
1419127545,3505595314,0,567130349,False,,Carrera 45H,residential,,True,42.981,"LINESTRING (-75.5936548 6.1683317, -75.5937873 6.1679683)",35.0,4.4,,,,,
1419127545,5459991639,0,567130378,True,,Carrera 45H,residential,,False,49.204,"LINESTRING (-75.5936548 6.1683317, -75.5934919 6.1687435)",35.0,5.1,,,,,
1419127551,1419127561,0,123730423,True,,Calle 40D Sur,residential,,False,41.599,"LINESTRING (-75.5890422 6.166272, -75.5888061 6.1659807)",35.0,4.3,,,,,
1419127551,1419127558,0,128397043,False,,Carrera 41A,residential,,False,67.64,"LINESTRING (-75.5890422 6.166272, -75.5895168 6.1658881)",35.0,7.0,,,,,
1419127551,1419127573,0,128397043,False,,Carrera 41A,residential,,True,67.752,"LINESTRING (-75.5890422 6.166272, -75.5885705 6.166661)",35.0,7.0,,,,,
1419127552,1822477194,0,171173388,False,,Calle 41B Sur,residential,,False,55.494,"LINESTRING (-75.5958194 6.1663353, -75.5953392 6.1661899)",35.0,5.7,,,,,
1419127552,1419131061,0,567130360,False,,Carrera 46AA Sur,residential,,True,112.529,"LINESTRING (-75.5958194 6.1663353, -75.5965277 6.1656085)",35.0,11.6,,,,,
1419127552,1822477198,0,171173388,False,,Calle 41B Sur,residential,,True,62.964,"LINESTRING (-75.5958194 6.1663353, -75.5960172 6.1664116, -75.5961705 6.1664572, -75.5963596 6.1665134)",35.0,6.5,,,,,
1419127553,330762677,0,30035536,True,3,Calle 38A Sur,tertiary,,False,97.68200000000002,"LINESTRING (-75.5883803 6.1692564, -75.5889885 6.1696359, -75.5890696 6.1696865, -75.5891287 6.1697234)",60.0,5.9,,,,,
1419127555,1419127553,0,128397038,True,,Carrera 43,residential,,False,83.574,"LINESTRING (-75.5887704 6.1686126, -75.5883803 6.1692564)",35.0,8.6,,,,,
1419127555,1419125268,0,917581848,True,2,Calle 39 Sur,tertiary,30,False,73.984,"LINESTRING (-75.5887704 6.1686126, -75.5882146 6.168242)",30.0,8.9,,,,,
1419127558,1378864859,0,123730426,True,,Calle 40DD Sur,residential,,False,50.376,"LINESTRING (-75.5895168 6.1658881, -75.5898018 6.1662416)",35.0,5.2,,,,,
1419127558,1419127551,0,128397043,False,,Carrera 41A,residential,,True,67.64,"LINESTRING (-75.5895168 6.1658881, -75.5890422 6.166272)",35.0,7.0,,,,,
1419127561,1378864802,0,123730423,True,,Calle 40D Sur,residential,,False,63.843,"LINESTRING (-75.5888061 6.1659807, -75.5884313 6.1655439)",35.0,6.6,,,,,
1419127561,1419127565,0,128397037,True,,Carrera 41,residential,,False,70.174,"LINESTRING (-75.5888061 6.1659807, -75.5882887 6.1663463)",35.0,7.2,,,,,
1419127562,1419127573,0,128397043,False,,Carrera 41A,residential,,False,63.085,"LINESTRING (-75.5881941 6.1670866, -75.5883689 6.166869, -75.5885705 6.166661)",35.0,6.5,,,,,
1419127562,1419125244,0,171000688,False,,Calle 40 Sur,residential,,True,66.73100000000001,"LINESTRING (-75.5881941 6.1670866, -75.5882356 6.1671153, -75.5886926 6.167425)",35.0,6.9,,6,,,
1419127563,3580856870,0,128397041,False,,,residential,,False,142.149,"LINESTRING (-75.5895814 6.1611686, -75.5894686 6.1607169, -75.5894573 6.1606712, -75.5894499 6.1606102, -75.5894619 6.1605476, -75.5897607 6.1599799)",35.0,14.6,,,,,
1419127565,1419127573,0,567164097,False,,Calle 40B Sur,residential,,False,46.851,"LINESTRING (-75.5882887 6.1663463, -75.5885705 6.166661)",35.0,4.8,,,,,
1419127565,1821048431,0,103248790,True,,Carrera 41,residential,,False,74.54899999999999,"LINESTRING (-75.5882887 6.1663463, -75.5881858 6.1664607, -75.5881423 6.166533, -75.5881061 6.1666038, -75.5880421 6.1667653, -75.587995 6.1669388)",35.0,7.7,,,,,
1419127566,1379564607,0,128397049,False,,Carrera 32B,residential,,False,62.034,"LINESTRING (-75.5847386 6.1625609, -75.5851446 6.1621758)",35.0,6.4,,,,,
1419127566,1379566812,0,567176501,False,,Calle 40D Sur,residential,,True,75.913,"LINESTRING (-75.5847386 6.1625609, -75.5842584 6.1620729)",35.0,7.8,,,,,
1419127566,9372256807,0,"[567176501, 577204751]",False,,"['Calle 40D Sur', 'Carrera 33']",residential,,"[False, True]",96.53999999999999,"LINESTRING (-75.5847386 6.1625609, -75.5851007 6.1628849, -75.5854252 6.1626769)",35.0,9.9,,,,,
1419127568,3580856808,0,128397041,False,,,residential,,True,16.078,"LINESTRING (-75.5899678 6.1596064, -75.5899023 6.1597355)",35.0,1.7,,,,,
